First Name,Last Name,raceEthnicityAlt,raceEthnicity,probabilityCalibrated,probabilityAltCalibrated
Jordan,Holloway,W_NL,B_NL,0.440710146,0.939062928
Jorge,Alcala,A,HL,0.972734027,0.986888824
Jorge,Alfaro,W_NL,HL,0.972734027,0.986888824
Jose,Altuve,W_NL,HL,0.946185562,0.976759023
Jose,Alvarez,A,HL,0.972734027,0.986888824
Jose,Barrero,A,HL,0.972734027,0.986888824
Jose,Cuas,A,HL,0.948811631,0.980023818
Jose,Herrera,A,HL,0.972734027,0.986888824
Josh,Bell,W_NL,B_NL,0.472744807,0.889018582
Josh,Donaldson,B_NL,W_NL,0.417047163,0.838127606
Josh,Fleming,W_NL,B_NL,0.454074763,0.756737557
Josh,Hader,A,W_NL,0.830272597,0.904412078
Josh,Harrison,W_NL,B_NL,0.46455348,0.884814354
Josh,Jung,W_NL,A,0.945553486,0.979972957
Josiah,Gray,W_NL,B_NL,0.761632796,0.951543613
JT,Brubaker,B_NL,W_NL,0.676497476,0.842653441
JT,Chargois,A,B_NL,0.80221577,0.869195202
Justin,Bruihl,B_NL,W_NL,0.812584843,0.866176454
Justin,Dunn,B_NL,W_NL,0.4874086,0.914127903
Justin,Grimm,B_NL,W_NL,0.897843319,0.923742886
Ke'Bryan,Hayes,W_NL,B_NL,0.778583786,0.931280786
Keegan,Akin,B_NL,W_NL,0.83911051,0.906326845
Ken,Giles,W_NL,B_NL,0.552118623,0.89630253
Kendall,Graveman,B_NL,W_NL,0.658017866,0.934098623
Kenley,Jansen,A,W_NL,0.872775076,0.921340825
Kerry,Carpenter,B_NL,W_NL,0.6440558,0.953063911
Kervin,Castro,A,HL,0.943199086,0.977552569
Keston,Hiura,B_NL,A,0.856096187,0.934288295
Kevin,Gausman,B_NL,W_NL,0.813758149,0.88399658
Kevin,Ginkel,A,W_NL,0.868228615,0.907088374
Kevin,Herget,HL,W_NL,0.800992871,0.892323589
Kody,Clemens,B_NL,W_NL,0.74751122,0.938417615
Kohei,Arihara,B_NL,A,0.92868773,0.948407631
Kolby,Allard,B_NL,W_NL,0.691250054,0.953395909
Kole,Calhoun,W_NL,B_NL,0.804003376,0.946313612
Kris,Bryant,W_NL,B_NL,0.412976752,0.943642395
Kris,Bubic,A,W_NL,0.945605245,0.977623392
Kutter,Crawford,W_NL,B_NL,0.503171496,0.923927899
Kyle,Barraclough,B_NL,W_NL,0.828308108,0.914488225
Kyle,Bradish,B_NL,W_NL,0.889012043,0.931799499
Kyle,Crick,B_NL,W_NL,0.84165676,0.921165065
Kyle,Dowdy,B_NL,W_NL,0.572326704,0.922905411
Kyle,Farmer,B_NL,W_NL,0.685031604,0.931269863
Kyle,Finnegan,B_NL,W_NL,0.910016228,0.93563247
Kyle,Freeland,B_NL,W_NL,0.686003283,0.941079736
Kyle,Garlick,B_NL,W_NL,0.821841643,0.927539431
Kyle,Gibson,B_NL,W_NL,0.486184388,0.935752747
Kyle,Hendricks,B_NL,W_NL,0.538409126,0.935285427
Kyle,Higashioka,W_NL,A,0.530300519,0.758337711
Kyle,Isbel,A,W_NL,0.832887642,0.909257749
Lewis,Brinson,W_NL,B_NL,0.701202552,0.965282923
Liam,Hendriks,B_NL,W_NL,0.934311872,0.956427825
Logan,Allen,B_NL,W_NL,0.716052264,0.90769372
Logan,Gilbert,B_NL,W_NL,0.708435805,0.936898137
Logan,Gillaspie,B_NL,W_NL,0.747223417,0.926149575
Lorenzo,Cain,HL,B_NL,0.567782067,0.757742342
Louis,Head,W_NL,B_NL,0.501529691,0.910887929
Lourdes,Gurriel Jr.,A,HL,0.905174076,0.958279901
Lucas,Gilbreath,B_NL,W_NL,0.588786496,0.887924101
Lucas,Giolito,W_NL,HL,0.660457018,0.912889483
Lucius,Fox,B_NL,W_NL,0.423984277,0.904431352
Luis,Arraez,A,HL,0.972734027,0.986888824
Luis,Barrera,A,HL,0.972734027,0.986888824
Luis,Campusano,A,HL,0.972734027,0.986888824
Luis,Castillo,A,HL,0.972734027,0.986888824
Luis,Cessa,B_NL,HL,0.949551614,0.979972957
Luis,Garcia,A,HL,0.972734027,0.986888824
Luis,Gil,A,HL,0.972734027,0.986888824
Luis,Guillorme,B_NL,HL,0.949471885,0.986888824
Luke,Bard,B_NL,W_NL,0.762461163,0.927437933
Luke,Barker,B_NL,W_NL,0.724257831,0.933561416
Luke,Farrell,B_NL,W_NL,0.784505781,0.927199766
MacKenzie,Gore,W_NL,B_NL,0.653557072,0.940498205
Madison,Bumgarner,B_NL,W_NL,0.87499964,0.923596855
Maikel,Franco,W_NL,HL,0.934590965,0.968575639
Maikel,Garcia,A,HL,0.949471885,0.979718655
Marco,Gonzales,W_NL,HL,0.972734027,0.986888824
Mario,Feliciano,A,HL,0.972734027,0.986888824
Mark,Appel,A,W_NL,0.931215092,0.947384965
Mark,Canha,A,W_NL,0.457097186,0.755852596
Mark,Contreras,W_NL,HL,0.933724954,0.968912265
Marwin,Gonzalez,A,HL,0.972734027,0.986888824
Matt,Barnes,B_NL,W_NL,0.522590219,0.938564775
Matt,Beaty,B_NL,W_NL,0.750987805,0.936921046
Matt,Brash,B_NL,W_NL,0.778742089,0.949499449
Matt,Bush,B_NL,W_NL,0.659247401,0.935346945
Matt,Carpenter,B_NL,W_NL,0.804986933,0.94359041
Matt,Chapman,B_NL,W_NL,0.73459449,0.887303453
Matt,Davidson,B_NL,W_NL,0.620230531,0.935072252
Matt,Dermody,B_NL,W_NL,0.910094481,0.929450334
Matt,Duffy,B_NL,W_NL,0.860887356,0.943715805
Matt,Festa,HL,W_NL,0.831273124,0.886038873
Matt,Foster,B_NL,W_NL,0.608050664,0.948829308
Matt,Gage,B_NL,W_NL,0.70455278,0.916321941
Matthew,Batten,B_NL,W_NL,0.76120152,0.917123667
Matthew,Boyd,B_NL,W_NL,0.541942623,0.947390753
Max,Castillo,A,HL,0.946364952,0.976866868
Max,Fried,HL,W_NL,0.891649654,0.921523771
Michael,Brantley,B_NL,W_NL,0.580904753,0.934688986
Michael,Chavis,W_NL,B_NL,0.527168112,0.790456742
Michael,Feliz,W_NL,HL,0.956194737,0.983456321
Michael,Fulmer,B_NL,W_NL,0.880477804,0.934911241
Michael,Grove,B_NL,W_NL,0.677082511,0.902492685
Michael,Harris II,W_NL,B_NL,0.517845345,0.939921078
Michael,Hermosillo,W_NL,HL,0.941106625,0.970131386
Michel,Baez,A,HL,0.972734027,0.986888824
Miguel,Andujar,A,HL,0.972734027,0.986888824
Miguel,Cabrera,A,HL,0.972734027,0.986888824
Miguel,Castro,A,HL,0.972734027,0.986888824
Mike,Baumann,A,W_NL,0.918338304,0.940042669
Mike,Brosseau,B_NL,W_NL,0.762998555,0.910201588
Mike,Clevinger,B_NL,W_NL,0.823190446,0.914943259
Mike,Ford,W_NL,B_NL,0.607723426,0.945474131
Mitch,Garver,B_NL,W_NL,0.805290488,0.907760233
Mitch,Haniger,A,W_NL,0.781449598,0.88591978
Mitch,Keller,B_NL,W_NL,0.824176649,0.914888478
Monte,Harrison,W_NL,B_NL,0.806559604,0.968207425
Mookie,Betts,W_NL,B_NL,0.836135267,0.955572359
Mychal,Givens,W_NL,B_NL,0.806345792,0.948492081
Nabil,Crismatt,A,W_NL,0.835994564,0.916372867
Narciso,Crook,HL,B_NL,0.656506658,0.792544557
Nate,Eaton,B_NL,W_NL,0.475572568,0.933955337
Nate,Fisher,B_NL,W_NL,0.604556844,0.944417727
Nathan,Eovaldi,A,W_NL,0.752725307,0.886123161
Nelson,Cruz,A,HL,0.962810453,0.986888824
Nestor,Cortes,A,HL,0.972734027,0.986888824
Nick,Ahmed,W_NL,A,0.672882256,0.812939882
Nick,Allen,W_NL,B_NL,0.490624382,0.89548929
Nick,Castellanos,W_NL,HL,0.944320197,0.971059339
Nick,Duron,W_NL,HL,0.762414506,0.852397619
Nick,Fortes,B_NL,HL,0.483343792,0.757942686
Nick,Gordon,W_NL,B_NL,0.616196065,0.916632338
Nico,Hoerner,HL,W_NL,0.882685591,0.929513773
Niko,Goodrum,B_NL,W_NL,0.734266603,0.921802675
Noah,Davis,W_NL,B_NL,0.617911721,0.942163565
Nolan,Arenado,A,HL,0.874979511,0.929296442
Nolan,Gorman,B_NL,W_NL,0.761756296,0.88377061
Nolan,Jones,W_NL,B_NL,0.748578524,0.942956724
Oneil,Cruz,A,HL,0.942467505,0.986888824
Orlando,Arcia,A,HL,0.972734027,0.986888824
Oscar,Gonzalez,A,HL,0.972734027,0.986888824
Oswaldo,Cabrera,A,HL,0.972734027,0.986888824
Ozzie,Albies,W_NL,B_NL,0.542504889,0.74910016
P.J.,Higgins,B_NL,W_NL,0.39747592,0.907140384
Paolo,Espino,A,HL,0.948759309,0.986888824
Patrick,Corbin,W_NL,B_NL,0.493144673,0.928782118
Paul,Blackburn,B_NL,W_NL,0.688432714,0.935707406
Paul,DeJong,A,W_NL,0.524087321,0.8514189
Paul,Fry,B_NL,W_NL,0.790258843,0.890045627
Paul,Goldschmidt,HL,W_NL,0.920588113,0.937814681
Payton,Henry,W_NL,B_NL,0.670002542,0.940594628
Pedro,Avila,A,HL,0.972734027,0.986888824
Pete,Alonso,W_NL,HL,0.945251012,0.974650706
Pete,Fairbanks,B_NL,W_NL,0.48836543,0.919750514
Peyton,Burdick,B_NL,W_NL,0.794992741,0.934790533
Phil,Bickford,B_NL,W_NL,0.761315275,0.906399134
Phil,Gosselin,B_NL,W_NL,0.788153711,0.849243544
Phillip,Diehl,A,W_NL,0.899127286,0.960868259
Pierce,Johnson,W_NL,B_NL,0.813113101,0.973103485
R.J.,Alvarez,A,HL,0.948943682,0.980023818
Rafael,Devers,W_NL,HL,0.851864646,0.902487954
Raisel,Iglesias,W_NL,HL,0.945507493,0.977538082
Ralph,Garza Jr.,W_NL,HL,0.934416375,0.972002417
Randal,Grichuk,A,W_NL,0.902036524,0.955016662
Randy,Arozarena,A,HL,0.82831869,0.882635343
Raynel,Espinal,A,HL,0.938222071,0.979032038
Reed,Garrett,B_NL,W_NL,0.775120452,0.945522246
Reid,Detmers,HL,W_NL,0.91703031,0.9394072
Rhys,Hoskins,W_NL,B_NL,0.600782205,0.93921034
Rich,Hill,B_NL,W_NL,0.496703044,0.937466359
Richard,Bleier,B_NL,W_NL,0.93319722,0.955933959
Rico,Garcia,A,HL,0.949534174,0.986888824
Riley,Adams,W_NL,B_NL,0.528464331,0.948443998
Riley,Greene,W_NL,B_NL,0.449884303,0.963198721
Roansy,Contreras,A,HL,0.943707045,0.977578323
Rob,Brantly,B_NL,W_NL,0.756375644,0.953869318
Robbie,Erlin,B_NL,W_NL,0.812599438,0.885284089
Robbie,Grossman,B_NL,W_NL,0.852771042,0.943539347
Robert,Dugger,B_NL,W_NL,0.84471647,0.962899937
Robert,Gsellman,B_NL,W_NL,0.871906581,0.905495543
Robinson,Chirinos,A,HL,0.918572705,0.940000763
Rodolfo,Castro,A,HL,0.972734027,0.986888824
Ronel,Blanco,W_NL,HL,0.942376358,0.968926794
Ronnie,Dawson,W_NL,B_NL,0.79595055,0.962658756
Ronny,Henriquez,A,HL,0.949379699,0.979972957
Ross,Detwiler,B_NL,W_NL,0.882664428,0.942199576
Ryan,Aguilar,A,HL,0.918668245,0.961637334
Ryan,Borucki,A,W_NL,0.932249652,0.963266296
Ryan,Brasier,B_NL,W_NL,0.806488992,0.940766411
Ryan,Burr,B_NL,W_NL,0.781528337,0.933397289
Ryan,Castellani,A,W_NL,0.771233592,0.903652952
Ryan,Feltner,HL,W_NL,0.901767994,0.931470467
Ryan,Helsley,A,W_NL,0.905806626,0.926064543
Ryan,Hendrix,B_NL,W_NL,0.811146297,0.936304558
Ryan,Jeffers,B_NL,W_NL,0.548178323,0.925564953
Rylan,Bannon,B_NL,W_NL,0.762742706,0.898786366
Sam,Clay,W_NL,B_NL,0.520653922,0.87747205
Sam,Coonrod,A,W_NL,0.791285261,0.850256199
Sam,Haggerty,B_NL,W_NL,0.801697537,0.904174204
Sam,Hentges,B_NL,W_NL,0.870470871,0.905692412
Sam,Hilliard,B_NL,W_NL,0.438069117,0.927082275
Sam,Howard,B_NL,W_NL,0.406521407,0.903564404
Sam,Huff,B_NL,W_NL,0.794831265,0.884936311
Sandy,Alcantara,A,HL,0.874687542,0.963831752
Santiago,Espinal,A,HL,0.969426169,0.986888824
Scott,Alexander,B_NL,W_NL,0.86807845,0.970274728
Scott,Barlow,B_NL,W_NL,0.853727764,0.958261427
Scott,Effross,B_NL,W_NL,0.883893905,0.950656986
Sean,Bouchard,B_NL,W_NL,0.806267128,0.939439925
Sean,Doolittle,B_NL,W_NL,0.564480363,0.877311464
Sean,Hjelle,A,W_NL,0.93347227,0.969852485
Seth,Beer,A,W_NL,0.801256268,0.904083302
Seth,Brown,W_NL,B_NL,0.628226541,0.937918695
Shane,Baz,W_NL,A,0.589585062,0.844351465
Shane,Bieber,B_NL,W_NL,0.874683924,0.912417241
Shane,Greene,W_NL,B_NL,0.704456828,0.969346118
Shaun,Anderson,W_NL,B_NL,0.685435547,0.933635536
Shawn,Armstrong,W_NL,B_NL,0.67403625,0.842170442
Silvino,Bracho,A,HL,0.944485124,0.976871697
Skye,Bolt,B_NL,W_NL,0.637681023,0.878816434
Sonny,Gray,W_NL,B_NL,0.625622669,0.758181271
Spencer,Howard,W_NL,B_NL,0.497973344,0.961127373
Steve,Cishek,B_NL,W_NL,0.646830396,0.757898724
Steven,Brault,B_NL,W_NL,0.920362429,0.951917233
Steven,Duggar,A,W_NL,0.757072066,0.887737326
Stone,Garrett,W_NL,B_NL,0.584184441,0.94164328
Stuart,Fairchild,B_NL,W_NL,0.917775428,0.96427927
Tanner,Banks,W_NL,B_NL,0.749651393,0.960260541
Tanner,Houck,B_NL,W_NL,0.892836025,0.938693539
Taylor,Clarke,W_NL,B_NL,0.465996448,0.942094509
Taylor,Hearn,B_NL,W_NL,0.627972519,0.916375196
Taylor,Jones,W_NL,B_NL,0.625919029,0.947741564
Terrance,Gore,W_NL,B_NL,0.837333166,0.964074439
Thairo,Estrada,A,HL,0.943206832,0.986888824
Thomas,Hatch,B_NL,W_NL,0.802335832,0.952985919
Tim,Anderson,B_NL,W_NL,0.49022459,0.91221461
Tim,Beckham,B_NL,W_NL,0.619805341,0.846743343
Tim,Hill,W_NL,B_NL,0.440236906,0.908766925
TJ,Friedl,A,W_NL,0.901290545,0.955429121
Tommy,Edman,B_NL,W_NL,0.745211489,0.928074456
Tommy,Henry,W_NL,B_NL,0.711503797,0.943957263
Tommy,Hunter,W_NL,B_NL,0.555697596,0.936813706
Tommy,Kahnle,B_NL,W_NL,0.415969382,0.741283638
Tony,Gonsolin,A,B_NL,0.53731706,0.741555289
Travis,Blankenhorn,B_NL,W_NL,0.762277412,0.916995059
Travis,Demeritte,W_NL,B_NL,0.793116536,0.957326446
Travis,d'Arnaud,B_NL,W_NL,0.619305482,0.904000287
Travis,Jankowski,A,W_NL,0.94049123,0.969748903
Trent,Grisham,B_NL,W_NL,0.472759864,0.908047467
Tres,Barrera,B_NL,HL,0.919779168,0.952060035
Trevor,Gott,B_NL,W_NL,0.615809381,0.93563664
Trevor,Kelley,W_NL,B_NL,0.436829775,0.957248291
Triston,Casas,A,HL,0.931580892,0.956621841
Tucker,Barnhart,B_NL,W_NL,0.856773125,0.945462764
Tucker,Davidson,B_NL,W_NL,0.62599188,0.939885231
Ty,Blach,B_NL,W_NL,0.75805361,0.85384946
Ty,France,W_NL,B_NL,0.759908309,0.936529822
Tyler,Alexander,B_NL,W_NL,0.663257758,0.955801781
Tyler,Anderson,B_NL,W_NL,0.545941592,0.948056678
Tyler,Beede,B_NL,W_NL,0.78525229,0.934087241
Tyler,Clippard,B_NL,W_NL,0.790256142,0.946095963
Tyler,Cyr,B_NL,W_NL,0.873404101,0.90641222
Tyler,Danish,A,W_NL,0.746666968,0.835899098
Tyler,Duffey,B_NL,W_NL,0.810022777,0.960571859
Tyler,Freeman,B_NL,W_NL,0.566292322,0.948570435
Tyler,Gilbert,B_NL,W_NL,0.595248584,0.947163227
Tyler,Glasnow,B_NL,W_NL,0.696575111,0.914782512
Tyler,Heineman,A,W_NL,0.929567764,0.951969888
Tyler,Holton,B_NL,W_NL,0.563119712,0.948314852
Vaughn,Grissom,W_NL,B_NL,0.647546667,0.957671191
Victor,Caratini,W_NL,HL,0.811019583,0.905012749
Vinny,Capra,W_NL,A,0.622247291,0.756663673
Vladimir,Guerrero Jr.,W_NL,HL,0.932297058,0.983456321
Vladimir,Gutierrez,W_NL,HL,0.944077913,0.986888824
Walker,Buehler,HL,W_NL,0.942171039,0.96400967
Wander,Franco,W_NL,HL,0.933636911,0.953788002
Wil,Crowe,B_NL,W_NL,0.471508557,0.932338782
Will,Benson,W_NL,B_NL,0.579115978,0.955089913
Will,Brennan,B_NL,W_NL,0.781420689,0.934027017
Willi,Castro,A,HL,0.941973158,0.966128512
William,Contreras,W_NL,HL,0.934623594,0.973140484
Willians,Astudillo,W_NL,HL,0.93626099,0.962873077
Willie,Calhoun,W_NL,B_NL,0.897801648,0.972066153
Willson,Contreras,W_NL,HL,0.945607378,0.976390418
Willy,Adames,B_NL,HL,0.7767581,0.85317247
Wilmer,Difo,B_NL,HL,0.862422592,0.946564776
Wilmer,Flores,W_NL,HL,0.949352292,0.979108329
Wynton,Bernard,W_NL,B_NL,0.711512189,0.953055694
Xander,Bogaerts,B_NL,W_NL,0.796556308,0.91377246
Xzavion,Curry,W_NL,B_NL,0.937914052,0.963608582
Yadiel,Hernandez,A,HL,0.972734027,0.986888824
Yainer,Diaz,A,HL,0.972734027,0.986888824
Yan,Gomes,HL,A,0.743274307,0.905594618
Yasmani,Grandal,A,HL,0.699478684,0.866031038
Yency,Almonte,A,HL,0.942446291,0.979362631
Yennier,Cano,A,HL,0.945477677,0.986888824
Yerry,De Los Santos,W_NL,A,0.640452444,0.757510631
Yonathan,Daza,A,HL,0.858859269,0.965712495
Yonny,Chirinos,A,HL,0.880336142,0.963573255
Yordan,Alvarez,W_NL,HL,0.972734027,0.986888824
Yu,Chang,B_NL,A,0.972734027,0.986888824
Yu,Darvish,W_NL,A,0.936242377,0.974415746
Yuli,Gurriel,HL,A,0.535259565,0.750504316
Zac,Gallen,HL,W_NL,0.497405423,0.750724999
Zach,Davies,B_NL,W_NL,0.676506958,0.922635274
Zach,Eflin,A,W_NL,0.608057808,0.819519335
Zach,Jackson,W_NL,B_NL,0.713106485,0.935925622
Zack,Britton,W_NL,B_NL,0.483260683,0.938973849
Zack,Collins,W_NL,B_NL,0.518060806,0.945578845
Zack,Greinke,B_NL,W_NL,0.861067904,0.93785639
